ID,Short,Source,Progress,Provenance,Editor
zadjali,A2017,"Said Al Jahdhami\.
Zadjali: the dying language\.
*International Journal of Language and Linguistics*, 2017\.
URL: [https://ijllnet\.com/journals/Vol\\\_4\\\_No\\\_3\\\_September\\\_2017/6\.pdf](https://ijllnet.com/journals/Vol\_4\_No\_3\_September\_2017/6.pdf)\.",Yes,data/other/forms/20220913-zadjali.csv,Aryaman Arora
elfenbein,E1994,"Josef Elfenbein\.
Notes on khetrāni phonology\.
*Studien zur Indologie und Iranistik*, 19:71–82, 1994\.",Yes,data/other/forms/20220913-khetrani.csv,Aryaman Arora
srinivasa,S1970,"Govindaswamy Srinivasa Varma\.
*Vaagri boli, an Indo\-Aryan language*\.
PhD thesis, Annamalai University, Annamalai Nagar, 1970\.
URL: [https://www\.tamildigitallibrary\.in/book\-detail?id=jZY9lup2kZl6TuXGlZQdjZt2lJU1\\&amp;tag=Vaagri\\%20boli\\\#book1](https://www.tamildigitallibrary.in/book-detail?id=jZY9lup2kZl6TuXGlZQdjZt2lJU1\&tag=Vaagri\%20boli\#book1)\.",Partial,data/other/forms/20220913-vaagri.csv,Aryaman Arora
gawri,B1997,"Joan L\. G\. Baart\.
*The sounds and tones of Kalam Kohistani: with wordlist and texts*\.
National Institute of Pakistan Studies, Quaid\-i\-Azam University and Summer Institute of Linguistics, Islamabad, 1997\.",Yes,data/other/forms/20220913-gawri.csv,Aryaman Arora
kalkoti,L2013,"Henrik Liljegren\.
Notes on Kalkoti: a Shina language with strong Kohistani influences\.
*Linguistic Discovery*, 11\(1\):129&ndash;160, 2013\.",Yes,data/other/forms/20220913-kalkoti.csv,Aryaman Arora
kund,R2005,"Khawaja A\. Rehman and Joan L\. G\. Baart\.
A first look at the language of kundal shahi in azad kashmir\.
*SIL Electronic Working Papers*, 2005\.
URL: [http://www\.sil\.org/silewp/abstract\.asp?ref=2005\-008](http://www.sil.org/silewp/abstract.asp?ref=2005-008)\.",Yes,data/other/forms/20220913-kundalshahi.csv,Aryaman Arora
rau,R2019,"Felix Rau\.
Munda cognate set with proto\-munda reconstructions\.
Aug 2019\.
[doi:10\.5281/zenodo\.3380874](https://doi.org/10.5281/zenodo.3380874)\.",Yes,data/munda/forms.csv,Aryaman Arora
FR,A2008,"Gregory DS Anderson and Felix Rau\.
Gorum\.
*The Munda languages*, pages 381–433, 2008\.",Partial,data/munda/forms.csv,Aryaman Arora
berger,B1998,"Hermann Berger\.
*Die Burushaski\-Sprache von Hunza und Nager*\.
Harrassowitz, 1998\.",Partial,data/other/forms/20220930-berger.csv,Aryaman Arora
morgenstierne,M1929—1944,"Georg Morgenstierne\.
*Indo\-Iranian Frontier Languages*\.
Instituttet for Sammenlignende Kulturforskning, Oslo, 1929–1944\.",Partial,data/other/forms/20221003-strand3.csv,Aryaman Arora
buddruss,B2015,"Georg Buddruss and Almuth Degener\.
*Materialien zur Prasun\-Sprache des afghanischen Hindukusch\. Teil 1: Texte und Glossar*\.
Harvard Oriental Series\.
Harvard University Press, Cambridge, Mass\., 2015\.",Partial,data/other/forms/20221003-strand3.csv,Aryaman Arora
LSI,G1903—1928,"George A\. Grierson\.
*Linguistic Survey of India*\.
Office of the Superintendent of Government Printing, India, 1903–1928\.
URL: [https://dsal\.uchicago\.edu/books/lsi/](https://dsal.uchicago.edu/books/lsi/)\.",Yes,data/other/forms/20221003-strand3.csv,Aryaman Arora
lentz,L1937,"Wolfgang Lentz\.
Sprachwissenschaftliche und völkerkundliche studien in nuristan\.
*Deutsche im Hindukusch\. Bericht der deutschen Hindukusch\-Expedition 1935 der Deutschen Forschungsgemeinschaft*, pages 247–284, 1937\.",No,data/other/forms/20221003-strand3.csv,Aryaman Arora
zubair,Z2016,"Saeed Zubair\.
A phonological description of wadiyari, a language spoken in pakistan\.
Master's thesis, Payap University, 2016\.
URL: [https://www\.ialtrust\.org/resources/A\-Phonological\-Description\-of\-Wadiyari\.pdf](https://www.ialtrust.org/resources/A-Phonological-Description-of-Wadiyari.pdf)\.",Partial,data/other/forms/20230306-wadiyara.csv,Aryaman Arora
krishnamurti,K2003,"Bhadriraju Krishnamurti\.
*The Dravidian Languages*\.
Cambridge University Press, 2003\.
ISBN 978\-1\-139\-43533\-8\.
[arXiv:54fV7Lwu3fMC](https://arxiv.org/abs/54fV7Lwu3fMC)\.",Partial,data/dedr/pdr.csv,Aryaman Arora
backstrom1992,B1992,"Peter C\. Backstrom and Carla F\. Radloff\.
*Sociolinguistic Survey of Northern Pakistan, Volume 2\. Languages of Northern Areas*\.
National Institute of Pakistan Studies, Islamabad, 1992\.",Partial,data/other/forms/20230416-northern.csv,Aryaman Arora; OpenAI Codex
S-Kuwi,S1913,"F\. V\. P\. Schulze\.
*Vocabulary of Kuvi\-Kond Language*\.
Graves, Madras, 1913\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Isr-Kuwi,I1979,"M\. Israel\.
*A Grammar of the Kuvi Language \(with Texts and Vocabulary\)*\.
Dravidian Linguistics Association, Trivandrum, 1979\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
F-Kuwi,F1913,"A\. G\. Fitzgerald\.
*Kuvinḡa Bassa\. The Kondh Language as spoken by the Paṛjas of the Madras Presidency*\.
Catholic Orphan Press, Calcutta, 1913\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Mah-Kuwi,M1956,"Gōpīnāth \[G\. N\. Mohanty\] Mahānti\.
*Kūbhi Kandha Bhāṣā Tattva*\.
Unknown, Wardha and Cuttack, 1956\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Ṭ-Kuwi,B1964,"T\. Burrow and S\. Bhattacharya\.
Fieldnotes on ṭēkriya kondh \(navrangpur district\)\.
1964\.
Unpublished fieldnotes\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Ḍ-Kuwi,B1966,"T\. Burrow and S\. Bhattacharya\.
Fieldnotes on the dialect of the ḍongriya kondhs\.
1966\.
Unpublished fieldnotes\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Tr-Gondi,T1919—1921,"C\. G\. Chenevix Trench\.
*Grammar of Gondi as spoken in the Betul District, Central Provinces, India*\.
Madras, 1919–1921\.
Vol\. 1 – Grammar, vol\. II – Vocabulary, Folk\-tales, etc\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
B-K-Tulu,B1967,"M\. Mariappa Bhat and A\. Shanker Kedilaya\.
*Tuḷu\-English Dictionary*\.
Number 15 in Madras University Kannada Series\.
Madras, 1967\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
K-Telugu,K1961,"Bhadriraju Krishnamurti\.
*Telugu Verbal Bases: A Comparative and Descriptive Study*\.
Number 24 in UCPL\.
University of California Press, 1961\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Oll-Gadaba,B1957,"Sudhibhushan Bhattacharya\.
*Ollari, a Dravidian Speech*\.
Number 3 in Memoir\.
Department of Anthropology, Government of India, Delhi, 1957\.
Abbreviated as Oll\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
S3-Gadaba,R1972,"Peri Bhaskara Rao\.
*Kondekor Gadaba: a Dravidian Language*\.
PhD thesis, Deccan College, 1972\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
M-Gondi,M1942,"A\. N\. Mitchell\.
*A Grammar of Maria Gondi as spoken by the Bison Horn or Dandami Marias of Bastar State*\.
Bastar State Press, Jagdalpur, 1942\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
SR-Gondi,R1954,"P\. Setumadhava Rao\.
*A Grammar of the Gondi Language*\.
Jai Hind Printing Press, Hyderabad, 1954\.
Adilabad dialect\. Abbreviated as SR\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
K-also-Telugu,K?,"Bhadriraju Krishnamurti\.
Personal communication from bhadriraju krishnamurti\.
Personal communication, n\.d\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
S-Gadaba,K1951,"Bhadriraju Krishnamurti and Sudhibhushan Bhattacharya\.
Fieldnotes collected by bh\. krishnamurti and by s\. bhattacharya\.
1951\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
SR-Kolami,R1950,"P\. Setumadhava Rao\.
*A Grammar of the Kolami Language*\.
The Co\-operative Press, Hyderabad, 1950\.
Included in W\. Abbreviated as SR\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Hav-Kannada,B1971,"D\. N\. Shankara Bhat\.
*An Outline Grammar of Havyaka*\.
5\.
Linguistic Survey of India Series, Poona, 1971\.
Abbreviated as Hav\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
W-Kolami,E1955,"M\. B\. Emeneau\.
*Kolami, a Dravidian Language*\.
Number 12 in UCPL\.
University of California Press, Berkeley, 1955\.
Reprinted, Annamalai University Department of Linguistics, Publication No\. 2, Annamalainagar, 1961\. Wardha dialect\. Abbreviated as W\.",Yes,,Aryaman Arora
W-Gondi,W1890,"H\. D\. Williamson\.
*Gondi Grammar and Vocabulary*\.
Society for Promoting Christian Knowledge, London, 1890\.
Mandla dialect\. Abbreviated as W\.
URL: [https://archive\.org/details/gondigrammarvoca00willrich](https://archive.org/details/gondigrammarvoca00willrich)\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
BB-Konda,B1957—1958,"T\. Burrow and S\. Bhattacharya\.
Fieldnotes collected by t\. burrow and s\. bhattacharya\.
1957–1958\.
Unpublished fieldnotes abbreviated as BB\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
B-Telugu,B1852/1907,"Charles Philip Brown, M\. Venkata Ratnam, W\. H\. Campbell, and K\. Veeresalingam Pantulu Garu\.
*A Dictionary, Telugu and English / A Telugu\-English Dictionary*\.
Madras, 1852/1907\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
L-Gondi,L1913,"Abraham A\. Lind\.
*A Manual of the Mardia Language*\.
Mukti Mission Press, Kedgaon, 1913\.
Maria dialect\. Abbreviated as L\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
K-Kui,B1961,"T\. Burrow and S\. Bhattacharya\.
Some notes on the kui dialect as spoken by the kuṭṭia kandhs of north\-east koraput\.
*IIJ*, 5:118–135, 1961\.
Abbreviated as K\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
A-Gondi,B1951,"T\. Burrow and S\. Bhattacharya\.
Fieldnotes collected in adilabad by t\. burrow and s\. bhattacharya\.
1951\.
Unpublished fieldnotes\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Hahn-Kurux,H1903,"Ferd\. Hahn\.
*Kurukh \(Orāō̃\)\-English Dictionary, Part I*\.
Bengal Secretariat Press, Calcutta, 1903\.
URL: [https://archive\.org/details/in\.ernet\.dli\.2015\.280761](https://archive.org/details/in.ernet.dli.2015.280761)\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
S2-Gadaba,B1962,"T\. Burrow and S\. Bhattacharya\.
Gadba supplement\.
*IIJ*, 6:45–51, 1962\.
Fieldnotes collected in 1957\. Abbreviated as S\.2\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
PBh-Kannada,R1972a,"R\. Ramachandra Rao\.
*A Descriptive Grammar of Pampa Bharata*\.
Mysore, 1972\.
Abbreviated as PBh\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
LuS-Gondi,L1870,"C\. B\. Lucie Smith\.
*Report on the Land Revenue Settlement of the Chanda District*\.
Unknown, Nagpore, 1870\.
Contains a vocabulary of some 600 Maṛia words; those that have been entered are not indexed, since the Anglicizing transcription cannot be easily matched with the transcription of Voc\. or of most of the other sources\. Abbreviated as LuS\.
URL: [https://www\.google\.com/books/edition/Report\\\_on\\\_the\\\_land\\\_revenue\\\_of\\\_the\\\_Chanda/tQ4IAAAAQAAJ?hl=en\\&amp;gbpv=0](https://www.google.com/books/edition/Report\_on\_the\_land\_revenue\_of\_the\_Chanda/tQ4IAAAAQAAJ?hl=en\&gbpv=0)\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Pat-Kolami,?,"Ronald L\. Trail, editor\.
*Patterns in Clause, Sentence, and Discourse in Selected Languages of India and Nepal, Part IV, Word Lists*\.
Summer Institute of Linguistics and Tribhuvan University, Norman, Oklahoma and Kathmandu, 1973\.
From Wani and Yeotmal taluqs, Maharashtra\. Abbreviated as Pat\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Shanmugam-Kodagu,S1971,"S\. V\. Shanmugam\.
*Dravidian Nouns \(a comparative study\)*\.
Annamalai University Department of Linguistics, Annamalainagar, 1971\.
pp\. 389\-98 have additions to DED and DEDS, mainly Koḍagu items\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Inscr-Telugu,S1969,"Korada Mahadeva Sastri\.
*Historical Grammar of Telugu \(with special reference to Old Telugu, c\. 200 B\.C\.\-1000 A\.D\.\)*\.
Anantapur, Andhra Pradesh, 1969\.
Abbreviated as inscr\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Pat-Gondi,P1935,"S\. B\. Patwardhan\.
*First Gondi Manual*\.
Society for Promoting Christian Knowledge, London, 1935\.
Chanda dialect\. Abbreviated as Pat\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
VPK-Telugu,K1962,"Bhadriraju Krishnamurti\.
*Māṇḍalika Vṛittipadakōśam \(A Telugu Dialect Dictionary of Occupational Vocabularies\), Vol\. I\. Agriculture*\.
Hyderabad, 1962\.
Most of the items from this source were provided by the author\. Abbreviated as VPK\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Kitt-Kannada,K1894,"F\. Kittel\.
*A Kannaḍa\-English Dictionary*\.
Mangalore, 1894\.
Abbreviated as Kitt\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
K2-Kannada,K1968-71,"F\. Kittel and M\. Mariappa Bhat\.
*A Kannaḍa\-English Dictionary*\.
Madras, 1968\-71\.
Revised and enlarged by M\. Mariappa Bhat\. Abbreviated as K\.2\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Gowda-Kannada,G1970,"K\. Kushalappa Gowda\.
*Gowda Kannada*\.
Annamalai University Department of Linguistics, Annamalainagar, 1970\.
Includes the article ""Gowda Kannada and standard Kannada"" published in Dr\. Ling\. 85\-105\. Abbreviated as Gowda\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Tiyya-Mal,R1969,"C\. J\. Roy\.
*The Tiyya Dialect*\.
PhD thesis, University of Kerala, Trivandrum, 1969\.
Ph\.D\. thesis\. Abbreviated as Tiyya\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Hal-Kannada,A1967,"A\. Sriramana Acharya\.
*Halakki Kannada*\.
Linguistic Survey of India Series, Poona, 1967\.
Abbreviated as Hal\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Tinn-Tam,K1969a,"A\. Kamatchinathan\.
*The Tirunelvāli Tamil Dialect*\.
Annamalai University Department of Linguistics, Annamalainagar, 1969\.
Abbreviated as Tinn\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
kobayashi2022,K2022,"Masato Kobayashi\.
Proto\-dravidian origins of the kuṛux\-malto past stems\.
*Bhasha\. Journal of South Asian Linguistics, Philology and Grammatical Traditions*, 1\(2\):263–282, 2022\.",No,data/dedr/pdr.csv,Aryaman Arora
DGG-Gondi,S1968,"P\. S\. Subrahmanyam\.
*A Descriptive Grammar of Gondi*\.
Annamalai University Department of Linguistics, Annamalainagar, 1968\.
Abbreviated as DGG\.",Yes,,Aryaman Arora
KoyaT-Gondi,T1969,"Stephen A\. Tyler\.
*Koya: An Outline Grammar \(Gommu Dialect\)*\.
University of California Press, Berkeley, 1969\.
Abbreviated as Koya T\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Ph-Gondi,P1963,"Padari Phailbus\.
*Gondi Grammar \(Gondi Self Taught\): The Mandla Dialect*\.
Alok Press, Bhopal, 1963\.
2 volumes\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
UNR-Kannada,R1891,"Ullal Narasinga Rao\.
*A Kisamwār Glossary of Kanarese Words*\.
Mangalore, 1891\.
Abbreviated as UNR\.
URL: [https://archive\.org/details/dli\.ministry\.03551](https://archive.org/details/dli.ministry.03551)\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
UPU-Kannada,U1976,"U\. P\. Upadhyaya\.
*A Comparative Study of Kannada Dialects*\.
University of Mysore, Mysore, 1976\.
A selection of items from the Bellary, Gulbarga, Kumta, and Nanjangud dialects\. Abbreviated as U\.P\.U\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
HavS-Kannada,S1971a,"K\. G\. Shastri\.
*The Havyaka Dialect of North Kanara*\.
Karnatak University, Dharwar, 1971\.
Abbreviated as HavS\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Gul-Kannada,M1968,"R\. Mahadevan\.
*Gulbarga Kannada \(Brahmin Dialect\)*\.
Deccan College Postgraduate and Research Institute, Poona, 1968\.
Abbreviated as Gul\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Nanj-Kannada,U1968,"U\. Padmanabha Upadhyaya\.
*Nanjangud Kannada \(Vakkaliga Dialect\)*\.
Deccan College Postgraduate and Research Institute, Poona, 1968\.
Abbreviated as Nanj\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Bark-Kannada,A1971,"A\. S\. Acharya\.
*Barkur Kannada*\.
Deccan College Postgraduate and Research Institute, Poona, 1971\.
Abbreviated as Bark\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Tipt-Kannada,A1971a,"A\. S\. Acharya\.
*Tiptur Kannada*\.
Deccan College Postgraduate and Research Institute, Poona, 1971\.
Abbreviated as Tipt\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Coorg-Kannada,U1971,"U\. P\. Upadhyaya\.
*Coorg Kannada \(Jenu Kuruba Dialect\)*\.
Deccan College Postgraduate and Research Institute, Poona, 1971\.
Abbreviated as Coorg\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Rabakavi-Kannada,A1968,"A\. S\. Acharya\.
Rabakavi kannada\.
*Linguistic Survey Bulletin*, 5:14–19, 1968\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Sholiga-Kannada,G1968,"K\. S\. Gurubasave Gowda\.
The sholiga dialect of kannada\.
*Linguistic Survey Bulletin*, 6:13&ndash;18, 1968\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Badaga-Kannada,E?,"M\. B\. Emeneau\.
Badaga, selected items from fieldnotes collected by m\. b\. emeneau\.
n\.d\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Hock-Kannada,H?,"Paul Hockings\.
Hock\. = items communicated by paul hockings\.
n\.d\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Koll-Tam,K1971,"K\. Karunakaran\.
*The Kollimalai Tamil Dialect*\.
Number Publication No\. 26\.
Annamalai University Department of Linguistics, Annamalainagar, 1971\.
An appendix gives select words from other Ta\. dialects, viz\. Nāñcil\-nāṭu \(NTD\), South Arcot \(SATD\), Tañjāvur \(TATD\), Salem \(STD\), and Coimbatore \(CTD\); a few forms are quoted from these lists, with these abbreviations\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
RS-Tam,S1966,"Rama Subbiah\.
*A Lexical Study of Tamil Dialects in Lower Perak*\.
University of Malaya, Kuala Lumpur, 1966\.",Yes,,Aryaman Arora
Grignard-Kurux,G1924,"A\. Grignard\.
*An Oraon\-English Dictionary*\.
The Catholic Orphan Press Calcutta, Calcutta and Vienna, 1924\.
URL: [https://archive\.org/details/in\.ernet\.dli\.2015\.211105](https://archive.org/details/in.ernet.dli.2015.211105)\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Bleses-Kurux,B1956,"C\. Bleses\.
*An English\-Uraon Dictionary*\.
Dharmik Sahitya Samiti, Ranchi, 1956\.
Based on Grignard and of little independent use\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Tiga-Kurux,T1958,"Kh\. M\. Tiiga\.
*An Uraon to Hindi English Dictionary*\.
Baptist Church Press, Ranchi, 1958\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Mirdha-Kurux,B1958,"T\. Burrow and S\. Bhattacharya\.
Fieldnotes on the mirdha dialect\.
1958\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Merolu-Telugu,P1971,"D\. B\. Polkam\.
*Merolu Telugu*\.
Number 4 in Linguistic Survey of India Series\.
Deccan College Postgraduate and Research Institute, Poona, 1971\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Inscr1-Telugu,S1969a,"Korada Mahadeva Sastri\.
*Historical Grammar of Telugu \(with special reference to Old Telugu, c\. 200 B\.C\.\-1000 A\.D\.\)*\.
Sri Venkateswara University, Anantapur \(Andhra Pradesh\), 1969\.
Abbreviation: inscr\.
URL: [https://archive\.org/details/in\.ernet\.dli\.2015\.169957](https://archive.org/details/in.ernet.dli.2015.169957)\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
Hislop-Drav,H1866,"Stephen Hislop\.
*Papers relating to the Aboriginal Tribes of the Central Provinces*\.
Chief Commissioner of the Central Provinces, Nagpore, Nagpur, 1866\.
Included in W\.
URL: [https://www\.indianculture\.gov\.in/rarebooks/papers\-relating\-aboriginal\-tribes\-central\-provinces](https://www.indianculture.gov.in/rarebooks/papers-relating-aboriginal-tribes-central-provinces)\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
PR-Tam,P1960,,Yes,data/dedr/dedr_new.csv,Aryaman Arora
Devanesan-Tam,D1955,"G\. Devanesan\.
*A Critical Survey of the Madras University Tamil Lexicon*\.
Salem Co\-operative Printing Works, Salem, 1955\.
Abbreviation: Devanesan\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
PPTI-Tam,S1966a,"N\. Subrahmanian\.
*Pre\-Pallavan Tamil Index*\.
University of Madras, Madras, 1966\.
Abbreviation: PPTI\.
URL: [https://www\.tamildigitallibrary\.in/marc\\\_view?id=jZY9lup2kZl6TuXGlZQdjZt9kZt6](https://www.tamildigitallibrary.in/marc\_view?id=jZY9lup2kZl6TuXGlZQdjZt9kZt6)\.",Yes,data/dedr/dedr_new.csv,Aryaman Arora
